DPI peak;promoter name;max expression (TPM);median expression (TPM);5th;25th;75th;95th;kurtosis;skew;TATA;CpG;Gene Symbol
"chr19:58919815..58919879,-";"p@chr19:58919815..58919879,-";"20,2";"2,9";"0,5";"1,7";"4,3";"7,5";"5,175455997";"1,588008039";TATA-less;CpG;"chr19:58919815..58919879,-"
"chr1:1342594..1342605,-";p2@MRPL20;"20,2";"3,5";"1,2";"2,5";5;"8,4";"5,564837429";"1,637574551";TATA-less;CpG;MRPL20
"chr3:52719546..52719636,-";p3@PBRM1;"20,2";"2,3";"0,4";"1,4";"3,8";"7,6";"5,366409197";"1,73365482";TATA-less;CpG-less;PBRM1
"chr3:131221688..131221701,-";p3@MRPL3;"20,2";2;0;"0,8";"3,6";"7,8";"5,281440126";"1,836962418";TATA-less;CpG;MRPL3
"chr2:85829811..85829828,-";p2@TMEM150A;"20,2";"3,1";"0,6";2;"4,7";"8,5";"6,6159469";"1,87386958";TATA-less;CpG;TMEM150A
"chr2:3523340..3523355,-";p3@ADI1;"20,2";"2,2";"0,3";"1,2";"3,5";"6,5";"9,467175183";"2,192265672";TATA-less;CpG;ADI1
"chr16:2059754..2059777,-";p2@ZNF598;"20,2";"2,3";"0,2";"1,1";"3,7";"7,8";"8,210847812";"2,260643958";TATA-less;CpG;ZNF598
"chr16:2961910..2961951,+";p2@FLYWCH1;"20,2";"2,5";"0,6";"1,5";4;"7,8";"9,402332293";"2,342506763";TATA-less;CpG;FLYWCH1
"chr22:20748434..20748455,+";p1@ZNF74;"20,2";2;0;"1,2";"3,3";"6,9";"12,33178553";"2,774504095";TATA-less;CpG;ZNF74
"chrX:153672510..153672523,+";p2@FAM50A;"20,3";4;"0,5";"2,4";"6,3";10;"2,27376474";"1,142116478";TATA-less;CpG;FAM50A
"chr2:235860616..235860645,+";p3@SH3BP4;"20,3";"2,9";0;"0,9";"4,6";"7,8";"3,130636853";"1,215075693";TATA-less;CpG;SH3BP4
"chr1:245027300..245027356,+";"p@chr1:245027300..245027356,+";"20,3";"3,2";0;"1,5";"5,8";"11,56";"1,584860618";"1,256689191";TATA-less;CpG;"chr1:245027300..245027356,+"
"chr4:39460659..39460686,+";p2@LIAS;"20,3";"4,4";"1,14";"2,8";"6,9";"11,04";"2,164988355";"1,271278976";TATA-less;CpG;LIAS
"chr6:84937320..84937372,-";p1@KIAA1009;"20,3";"2,8";0;"1,5";"4,7";"8,6";"4,255508591";"1,61805362";TATA-less;CpG;KIAA1009
"chr1:54411941..54411992,-";p3@HSPB11;"20,3";"3,3";"0,9";2;"4,6";"7,3";"6,663359161";"1,69558909";TATA-less;CpG;HSPB11
"chr14:69926280..69926303,+";p3@SLC39A9;"20,3";"2,6";"0,34";"1,5";4;"6,9";"6,830286068";"1,731171299";TATA-less;CpG-less;SLC39A9
"chr5:151150963..151151013,-";p1@LOC100652758;"20,3";"2,9";"0,7";"1,8";"4,7";"8,6";"4,711822715";"1,7419979";TATA-less;CpG;LOC100652758
"chr3:169940237..169940259,+";p3@PRKCI;"20,3";"2,7";"0,4";"1,6";"4,4";"8,7";"4,968294743";"1,834231129";TATA-less;CpG;PRKCI
"chr5:139944134..139944191,-";p2@APBB3;"20,3";"2,3";0;"1,1";"4,5";"10,26";"4,224453082";"1,918106609";TATA-less;CpG;APBB3
"chr9:35815013..35815030,-";p3@HINT2;"20,3";"2,5";"0,5";"1,5";"3,9";"7,5";"6,839996274";"1,924054533";TATA-less;CpG;HINT2
"chr19:9785724..9785740,-";p2@ZNF562;"20,3";"2,8";"0,5";"1,7";"4,3";"7,86";"8,664862203";"2,217425115";TATA-less;CpG;ZNF562
"chr15:52121822..52121833,+";p3@TMOD3;"20,3";"2,3";"0,3";"1,3";"3,4";"5,96";"14,02136151";"2,552743337";TATA-less;CpG;TMOD3
"chr1:146644122..146644176,-";p3@PRKAB2;"20,3";2;"0,3";"1,2";"3,1";"5,9";"16,02714641";"2,848044736";TATA-less;CpG;PRKAB2
"chr10:46090334..46090366,-";p2@MARCH8;"20,3";"2,3";"0,4";"1,3";"3,4";"6,46";"14,13940963";"2,911929949";TATA-less;CpG;MARCH8
"chr13:31736132..31736155,-";p4@HSPH1;"20,4";"4,6";"0,94";"2,7";"6,3";"9,56";"2,928103552";"1,172971735";TATA-less;CpG;HSPH1
"chr17:1733114..1733209,-";p1@SMYD4;"20,4";4;"1,1";"2,6";"5,6";"8,7";"3,290856379";"1,209286246";TATA-less;CpG;SMYD4
"chr14:78174344..78174381,-";p1@ALKBH1;"20,4";"5,6";"2,4";"4,3";"7,1";"10,66";"4,152484706";"1,406723388";TATA-less;CpG;ALKBH1
"chr17:45727347..45727358,+";p4@KPNB1;"20,4";"3,2";"0,7";2;"4,8";"7,46";"6,173242788";"1,521879106";TATA-less;CpG;KPNB1
"chr20:5107180..5107251,-";p3@PCNA;"20,4";"3,1";0;"1,9";"4,9";"8,8";"4,325498364";"1,593571518";TATA-less;CpG;PCNA
"chr3:141457060..141457073,+";p3@RNF7;"20,4";"2,3";"0,2";"1,1";4;7;"5,182779198";"1,594659236";TATA-less;CpG;RNF7
"chr8:93978294..93978307,-";p3@C8orf83;"20,4";"2,7";0;"1,2";"4,9";"9,76";"3,572277175";"1,597463302";TATA-less;CpG;C8orf83
"chr21:43299404..43299463,-";p1@PRDM15;"20,4";"3,2";"0,8";"2,1";"4,7";"7,3";"7,366873626";"1,702052241";TATA-less;CpG-less;PRDM15
"chr2:130939654..130939681,-";p2@SMPD4;"20,4";"3,3";"0,6";"1,9";5;"8,6";"5,806309591";"1,727164884";TATA-less;CpG;SMPD4
"chr1:205601000..205601055,-";p2@ELK4;"20,4";"2,9";"0,6";"1,8";"4,7";"8,96";"4,908768573";"1,779774873";TATA-less;CpG;ELK4
"chr9:34637807..34637828,-";p2@SIGMAR1;"20,4";"3,1";"0,3";"1,8";"4,9";"8,96";"5,810131758";"1,896457771";TATA-less;CpG;SIGMAR1
"chr11:113746277..113746300,-";p2@USP28;"20,4";"3,2";"0,5";"1,9";"4,8";"9,6";"5,657204145";"1,930294339";TATA-less;CpG;USP28
"chr4:38665866..38665878,+";p4@KLF3;"20,4";"2,1";0;"1,1";"3,4";"7,3";"7,051316018";"2,122863294";TATA-less;CpG;KLF3
"chr7:131012606..131012617,+";p2@MKLN1;"20,4";"2,5";"0,5";"1,6";"3,9";"7,76";"9,51735467";"2,520837121";TATA-less;CpG;MKLN1
"chr9:91933382..91933395,+";p2@SECISBP2;"20,4";2;"0,4";"1,3";"3,1";"7,08";"10,80710256";"2,716320637";TATA-less;CpG;SECISBP2
"chr1:147071917..147071960,+";p2@BCL9;"20,5";"2,8";"0,5";"1,7";"4,4";"8,16";"6,37452422";"1,911454444";TATA-less;CpG;BCL9
"chr1:113217483..113217503,+";p3@MOV10;"20,5";"2,1";"0,2";"1,1";"3,5";"7,26";"6,861867435";"2,059972713";TATA-less;CpG;MOV10
"chr14:36295591..36295633,+";p1@BRMS1L;"20,5";"2,7";"0,3";"1,5";"4,1";"7,8";"8,276087168";"2,162456339";TATA-less;CpG;BRMS1L
"chr19:11877838..11877915,+";p1@ZNF441;"20,5";2;0;1;"3,5";"8,22";"7,499887031";"2,292268694";TATA-less;CpG;ZNF441
"chr2:3606028..3606081,+";p1@ENST00000438436;"20,5";2;0;1;"3,5";"8,7";"7,991244712";"2,489822297";TATA-less;CpG;ENST00000438436
"chr20:49547593..49547611,-";p3@ADNP;"20,5";"2,1";"0,3";"1,2";"3,3";"6,12";"12,13576658";"2,543928874";TATA-less;CpG-less;ADNP
"chr1:44679113..44679152,+";p1@DMAP1;"20,6";"6,5";"2,3";"4,7";9;"14,1";"0,577832367";"0,807056302";TATA-less;CpG;DMAP1
"chr16:68057104..68057146,-";p1@DDX28;"20,6";"4,8";"1,34";"3,3";7;"11,76";"2,062973541";"1,208302727";TATA-less;CpG;DDX28
"chr9:139010649..139010689,-";p2@C9orf69;"20,6";3;"0,6";"1,8";"4,7";"9,3";"4,715945978";"1,753234041";TATA-less;CpG;C9orf69
"chr11:71752572..71752598,-";p5@NUMA1;"20,6";2;0;"0,8";"3,6";"7,06";"6,108186318";"1,942719308";TATA-less;CpG-less;NUMA1
"chr6:31939975..31940063,-";p2@DOM3Z;"20,6";"2,9";"0,8";2;"4,1";7;"9,770501699";"2,090980623";TATA-less;CpG;DOM3Z
"chr20:61568867..61568892,+";"p@chr20:61568867..61568892,+";"20,6";"2,1";"0,2";"1,1";"3,3";"6,3";"10,27272221";"2,288342223";TATA-less;CpG;"chr20:61568867..61568892,+"
"chr2:68694678..68694734,+";p1@APLF;"20,6";"2,5";"0,24";"1,5";"3,7";"6,8";"10,9880028";"2,442193298";TATA-less;CpG;APLF
"chr13:24463530..24463592,-";p1@MIPEP;"20,7";"6,1";"1,4";"4,3";"8,1";"11,8";"1,387075331";"0,719514066";TATA-less;CpG;MIPEP
"chr14:53173896..53173907,+";p2@PSMC6;"20,7";5;"1,1";"3,3";"7,4";"10,92";"0,892131308";"0,751378879";TATA-less;CpG;PSMC6
"chr7:116502545..116502558,+";p3@CAPZA2;"20,7";"2,9";"0,3";"1,6";"4,9";"8,62";"3,999582152";"1,537321575";TATA-less;CpG;CAPZA2
"chr15:59665044..59665055,-";p2@MYO1E;"20,7";"2,3";0;1;"3,9";"6,8";"5,501302349";"1,622359963";TATA-less;CpG;MYO1E
"chr1:245027866..245027876,-";p4@HNRNPU;"20,7";"3,2";"0,7";"2,1";"4,8";"8,5";"5,05287114";"1,714843238";TATA-less;CpG;HNRNPU
"chr15:35261996..35262022,-";p2@AQR;"20,7";"2,8";"0,4";"1,6";"4,1";"8,1";"5,804627177";"1,757933776";TATA-less;CpG;AQR
"chr7:100277786..100277789,-";p1@GIGYF1;"20,7";"2,6";"0,54";"1,7";"4,2";"7,5";"6,117714019";"1,775555947";TATA-less;CpG-less;GIGYF1
"chr1:14075865..14075896,+";p3@PRDM2;"20,7";3;"0,7";"1,9";"4,8";"10,26";"5,203480488";"1,95845845";TATA-less;CpG;PRDM2
"chr6:30524276..30524307,-";p5@GNL1;"20,7";"2,6";"0,7";"1,6";"4,1";"8,6";"5,973740474";"2,058523871";TATA-less;CpG;GNL1
"chr14:73525213..73525224,+";p3@RBM25;"20,7";"2,6";"0,4";"1,6";"3,9";"8,46";"7,52893999";"2,196853283";TATA-less;CpG;RBM25
"chr3:150126706..150126754,+";p5@TSC22D2;"20,7";2;"0,2";"1,1";"3,3";"6,4";"11,99891433";"2,593223357";TATA-less;CpG;TSC22D2
"chr13:42614688..42614770,+";"p@chr13:42614688..42614770,+";"20,7";"2,1";0;"1,1";"3,5";"6,72";"12,44289721";"2,764060085";TATA-less;CpG;"chr13:42614688..42614770,+"
"chr1:205180814..205180869,-";p1@DSTYK;"20,7";2;"0,3";"1,3";"3,5";"7,8";"10,1795945";"2,791610676";TATA-less;CpG;DSTYK
"chr9:123555621..123555646,-";p3@FBXW2;"20,7";2;"0,34";"1,3";"3,2";"6,82";"12,25327358";"2,860039861";TATA-less;CpG;FBXW2
"chr6:41747595..41747652,-";p1@FRS3;"20,7";2;"0,2";"1,2";"3,2";"7,96";"11,32557675";"3,006501403";TATA-less;CpG;FRS3
"chr2:232645977..232646009,-";p1@PDE6D;"20,8";"6,3";"2,1";"4,5";"8,9";"13,76";"0,841488157";"0,831115567";TATA-less;CpG;PDE6D
"chr17:80477643..80477678,+";p2@FOXK2;"20,8";"4,9";"1,8";"3,4";7;"11,16";"2,943150172";"1,411597096";TATA-less;CpG;FOXK2
"chr1:108742834..108742856,-";p4@SLC25A24;"20,8";"2,7";0;"1,4";"4,3";"7,8";"4,881600631";"1,614720049";TATA-less;CpG;SLC25A24
"chr10:35415978..35416050,+";p5@CREM;"20,8";"2,9";"0,6";"1,8";"4,3";"7,2";"8,504340751";"1,874827086";TATA-less;CpG;CREM
"chr5:138941179..138941191,+";p5@UBE2D2;"20,8";"2,5";"0,6";"1,5";"3,9";"7,8";"7,658355938";"2,184303185";TATA-less;CpG;UBE2D2
"chr3:101498075..101498102,+";p3@FAM55C;"20,8";"2,1";0;"1,1";"3,5";"7,16";"8,41178837";"2,271917851";TATA-less;CpG;FAM55C
"chr5:112312416..112312440,+";p2@DCP2;"20,8";2;0;"1,1";"3,7";"7,6";"8,695631698";"2,343783635";TATA-less;CpG;DCP2
"chr20:3026661..3026684,+";p2@MRPS26;"20,9";"4,3";"0,8";"2,7";"6,3";"10,4";"3,024700133";"1,281531058";TATA-less;CpG;MRPS26
"chr4:6911174..6911205,+";p3@TBC1D14;"20,9";"4,1";"1,4";"2,9";"5,8";"9,36";"3,802215833";"1,46244014";TATA-less;CpG;TBC1D14
"chr19:6737241..6737324,-";p2@GPR108;"20,9";3;"0,4";"1,4";5;"9,1";"3,463816506";"1,536904864";TATA-less;CpG;GPR108
"chrX:21857764..21857796,+";p2@MBTPS2;"20,9";"3,7";"0,9";"2,4";"5,6";"9,46";"4,042922615";"1,544711235";TATA-less;CpG;MBTPS2
"chr15:100273570..100273649,-";p1@LYSMD4;"20,9";"3,2";"0,64";"1,9";"4,9";"8,86";"4,394094559";"1,651825657";TATA-less;CpG;LYSMD4
"chr11:57435282..57435333,+";p2@ZDHHC5;"20,9";"2,8";"0,5";"1,6";"4,1";"6,9";"7,162018476";"1,711762917";TATA-less;CpG;ZDHHC5
"chr12:3000075..3000092,+";p3@TULP3;"20,9";"2,6";0;"1,1";"4,2";"7,52";"6,209511816";"1,718983136";TATA-less;CpG;TULP3
"chr14:50778931..50778955,-";p1@L2HGDH;"20,9";"2,3";0;"1,3";"4,3";"8,32";"4,856588536";"1,723063638";TATA-less;CpG;L2HGDH
"chr11:93517480..93517510,+";p2@MED17;"20,9";"3,5";1;"2,4";"4,7";"7,46";"8,555095104";"1,820522643";TATA-less;CpG;MED17
"chr9:96338860..96338939,+";p1@PHF2;"20,9";"2,7";"0,5";"1,6";"4,5";"7,9";"6,08258919";"1,835206125";TATA-less;CpG;PHF2
"chr7:7606639..7606713,+";p2@MIOS;"20,9";"2,8";"0,2";"1,6";"4,4";"8,56";"5,806539624";"1,839108948";TATA-less;CpG;MIOS
"chr8:144373550..144373617,+";p1@ZNF696;"20,9";"2,4";"0,24";"1,4";4;"7,96";"8,114319661";"2,180335544";TATA-less;CpG;ZNF696
"chr19:44507091..44507163,+";p1@ZNF230;"20,9";"3,1";"0,5";2;"4,8";"8,78";"8,266942355";"2,270777699";TATA-less;CpG;ZNF230
"chr19:54960199..54960242,-";p1@ENST00000448978;"20,9";"2,1";"0,3";"1,2";"4,1";"9,54";"6,786897216";"2,330367474";TATA-less;CpG;ENST00000448978
"chr1:67396044..67396071,+";p3@MIER1;"20,9";"2,3";0;"1,3";"3,9";"8,62";"8,592640167";"2,518244584";TATA-less;CpG;MIER1
"chr17:4843554..4843577,+";p6@RNF167;"20,9";"2,5";"0,7";"1,6";"3,9";"6,96";"12,83282603";"2,748689365";TATA-less;CpG;RNF167
"chr12:100660998..100661030,+";p3@SCYL2;21;"4,3";"0,9";"2,7";"6,6";"11,6";"1,728517355";"1,159368612";TATA-less;CpG;SCYL2
"chr10:22614547..22614588,+";p3@BMI1;21;"2,8";0;"1,4";"4,8";"8,86";"3,794365314";"1,63060817";TATA-less;CpG;BMI1
"chr11:777562..777617,+";"p1@ENST00000525941,p1@ENST00000526588,p1@ENST00000530083";21;"3,3";"0,84";"2,1";5;"8,6";"4,869529849";"1,688007274";TATA-less;CpG;ENST00000530083
"chr12:122750957..122751001,-";p2@VPS33A;21;4;"1,4";"2,8";"5,6";"8,7";"6,702524834";"1,78765178";TATA-less;CpG;VPS33A
"chr9:4662282..4662345,+";p1@PPAPDC2;21;"2,8";"0,6";"1,8";"4,2";"7,1";"8,768323889";"2,026759168";TATA-less;CpG;PPAPDC2
"chr7:99156314..99156372,+";p4@ZNF655;21;"2,2";"0,5";"1,4";"3,2";"5,6";"20,71674059";"3,341719548";TATA-less;CpG;ZNF655
"chr15:65903512..65903566,-";p2@C15orf44;"21,1";"5,2";"1,7";"3,4";"7,1";"10,1";"2,623829574";"0,9514326";TATA-less;CpG;C15orf44
"chr11:60928885..60928945,-";p1@VPS37C;"21,1";"5,4";"1,1";"3,4";"7,8";"12,9";"1,80873531";"1,099843583";TATA-less;CpG;VPS37C
"chr3:128997648..128997733,+";p1@C3orf37;"21,1";"5,8";2;"3,9";"8,1";"13,1";"1,683940929";"1,118510376";TATA-less;CpG;C3orf37
"chr19:44100155..44100211,-";p1@IRGQ;"21,1";4;"0,3";2;"6,4";"10,4";"2,093062383";"1,136049284";TATA-less;CpG;IRGQ
"chr21:46238034..46238051,-";p2@SUMO3;"21,1";4;"1,3";"2,7";6;"9,1";"3,571486476";"1,257515434";TATA-less;CpG;SUMO3
"chr3:93781750..93781778,-";p1@DHFRL1;"21,1";"3,4";"0,8";2;"5,4";9;"3,715262628";"1,373231831";TATA-less;CpG;DHFRL1
"chr3:44803141..44803159,-";p2@KIAA1143;"21,1";"4,6";"1,24";"2,8";"6,4";"11,46";"2,772537356";"1,381005253";TATA-less;CpG;KIAA1143
"chr11:123612319..123612395,-";p1@ZNF202;"21,1";"4,3";"1,3";"2,9";"6,2";"10,4";"3,861881062";"1,54162088";TATA-less;CpG;ZNF202
"chr11:64085045..64085056,-";p2@TRMT112;"21,1";"3,3";"0,9";"2,1";"4,8";"8,76";"4,259057974";"1,56982995";TATA-less;CpG;TRMT112
"chr18:45367510..45367531,-";"p@chr18:45367510..45367531,-";"21,1";"2,6";0;"1,5";"4,1";"7,2";"6,106676965";"1,576383338";TATA-less;CpG-less;"chr18:45367510..45367531,-"
"chr5:118406744..118406795,+";p3@DMXL1;"21,1";"2,5";0;"1,3";"4,4";"8,46";"5,279468439";"1,874387387";TATA-less;CpG;DMXL1
"chr1:154226505..154226520,+";"p@chr1:154226505..154226520,+";"21,1";"2,4";0;"1,4";4;"7,26";"7,171937656";"1,962280082";TATA-less;CpG-less;"chr1:154226505..154226520,+"
"chr3:113233965..113233983,-";p2@SPICE1;"21,1";"2,3";0;"1,1";"4,2";"9,06";"6,099113521";"2,075808382";TATA-less;CpG;SPICE1
"chr11:47587098..47587122,+";p2@PTPMT1;"21,1";"2,7";"0,08";"1,5";"4,2";"7,76";"7,38281402";"2,093116886";TATA-less;CpG;PTPMT1
"chr9:131038271..131038291,-";p2@GOLGA2;"21,1";"3,2";1;"2,2";"4,5";"7,66";"7,535254695";"2,101972753";TATA-less;CpG;GOLGA2
"chr17:80231270..80231281,-";p4@CSNK1D;"21,1";"2,4";"0,3";"1,4";"3,6";"7,3";"8,610205161";"2,192943867";TATA-less;CpG;CSNK1D
"chr5:179132668..179132748,+";p2@CANX;"21,1";"2,6";0;"1,5";"4,1";"7,66";"10,07165424";"2,416886565";TATA-less;CpG-less;CANX
"chrX:119077672..119077688,-";p3@NKAP;"21,1";"2,3";"0,4";"1,5";"3,5";"7,06";"13,70741504";"2,809638959";TATA-less;CpG-less;NKAP
"chr3:185216766..185216801,-";p2@TMEM41A;"21,2";"5,3";"1,7";"3,8";"7,2";"11,1";"2,432822351";"1,0730357";TATA-less;CpG;TMEM41A
"chr2:172864844..172864876,+";p1@METAP1D;"21,2";"4,5";"0,6";"2,7";"7,4";"12,56";"1,642488441";"1,15291015";TATA-less;CpG;METAP1D
"chr6:58287654..58287674,-";p1@GUSBP4;"21,2";"3,8";"0,8";"2,2";"6,5";"12,3";"1,528391452";"1,275659721";TATA-less;CpG;GUSBP4
"chr1:243418359..243418382,-";p2@CEP170;"21,2";"3,2";"0,3";"1,7";"5,7";"11,66";"2,679104849";"1,522387931";TATA-less;CpG;CEP170
"chr2:33824309..33824326,-";p3@FAM98A;"21,2";"2,3";0;"1,1";"4,3";"8,06";"4,323399121";"1,631791649";TATA-less;CpG;FAM98A
"chr19:53030906..53030952,+";p1@ZNF808;"21,2";"2,6";"0,2";"1,4";"4,2";"7,6";"6,063698676";"1,798214597";TATA-less;CpG;ZNF808
"chr14:89021282..89021363,-";p1@PTPN21;"21,2";"2,1";0;"0,3";"3,9";"7,8";"5,810744517";"1,854242817";TATA-less;CpG;PTPN21
"chr8:146016823..146016858,-";"p@chr8:146016823..146016858,-";"21,2";"2,2";"0,2";"1,1";"4,1";"7,3";"6,881175794";"1,955111794";TATA-less;CpG;"chr8:146016823..146016858,-"
"chr5:80597328..80597350,-";p1@ENST00000512287;"21,2";"2,9";"0,6";"1,7";"4,5";"8,82";"6,813989422";"2,01846237";TATA-less;CpG;ENST00000512287
"chrX:47696275..47696335,+";p1@ZNF81;"21,2";"2,4";"0,4";"1,4";"3,8";"7,26";"8,311056903";"2,10905148";TATA-less;CpG;ZNF81
"chr9:124132553..124132564,-";p2@STOM;"21,2";"2,5";0;"1,4";"3,8";"6,5";"11,07860915";"2,188982058";TATA-less;CpG;STOM
"chr7:98476508..98476573,+";"p@chr7:98476508..98476573,+";"21,2";"2,7";"0,6";"1,5";"4,4";8;"9,097284666";"2,234284003";TATA-less;CpG;"chr7:98476508..98476573,+"
"chr20:62258199..62258242,+";p2@ENST00000449500;"21,2";"2,4";"0,4";"1,3";"4,3";8;"8,174269905";"2,247920335";TATA-less;CpG;ENST00000449500
"chr1:35734406..35734456,+";p2@ZMYM4;"21,2";"2,1";0;"1,1";"3,6";"6,96";"10,08724099";"2,294699605";TATA-less;CpG;ZMYM4
"chr17:1248207..1248301,-";p3@PAFAH1B1;"21,2";"2,2";0;"1,1";"3,6";"6,6";"10,73980926";"2,408679811";TATA-less;CpG-less;PAFAH1B1
"chr16:15068955..15068991,+";p2@PDXDC1;"21,2";"2,1";"0,34";"1,3";"3,3";"6,46";"16,16285203";"2,829800238";TATA-less;CpG;PDXDC1
"chr15:92828958..92828965,+";p1@ENST00000557228;"21,3";3;0;"1,5";"5,1";"9,56";"2,820977324";"1,397475138";TATA-less;CpG-less;ENST00000557228
"chr17:5095126..5095169,-";p1@ZNF594;"21,3";3;"0,24";"1,6";"5,4";"10,96";"3,743302708";"1,68593201";TATA-less;CpG;ZNF594
"chr15:57210603..57210675,-";p1@ENST00000560587;"21,3";"2,8";"0,1";"1,5";"4,6";"9,1";"4,66840349";"1,749555699";TATA-less;CpG;ENST00000560587
"chr8:110552072..110552112,+";p3@EBAG9;"21,3";"3,3";"0,8";2;"5,1";"9,46";"5,81433333";"1,973325613";TATA-less;CpG;EBAG9
"chrX:100307076..100307107,-";p1@TRMT2B;"21,3";"3,3";"0,94";"2,1";"5,2";"10,6";"5,639886425";"2,103556863";TATA-less;CpG-less;TRMT2B
"chr10:74114696..74114709,-";p3@DNAJB12;"21,3";"2,5";"0,7";"1,6";"3,6";"5,9";"20,94932206";"3,078494319";TATA-less;CpG;DNAJB12
"chr3:58291965..58292038,+";p1@RPP14;"21,4";"7,3";"3,2";"5,5";"9,6";"14,4";"0,894803274";"0,842486562";TATA-less;CpG;RPP14
"chr5:55008136..55008167,-";p1@SLC38A9;"21,4";"5,1";"1,4";"3,3";"7,2";"11,56";"2,041655966";"1,102199999";TATA-less;CpG;SLC38A9
"chr2:26467515..26467526,-";p2@HADHA;"21,4";"4,4";"1,4";"2,8";"6,7";"10,86";"1,891098646";"1,132054643";TATA-less;CpG;HADHA
"chr11:65479702..65479731,+";p1@KAT5;"21,4";5;"1,8";"3,6";"7,1";"11,3";"3,230096716";"1,367944384";TATA-less;CpG;KAT5
"chr16:69419749..69419786,-";p2@TERF2;"21,4";"4,4";"1,6";"3,1";"6,3";"10,6";"3,056898979";"1,369822335";TATA-less;CpG;TERF2
"chr5:114961757..114961773,-";"p2@TMED7,p3@TMED7-TICAM2";"21,4";"3,6";"0,6";"2,1";"5,5";"9,3";"3,919692504";"1,464168109";TATA-less;CpG;TMED7-TICAM2
"chr4:107237374..107237428,-";p2@TBCK;"21,4";"3,5";"0,6";2;"5,7";"10,26";"3,397032105";"1,487744608";TATA-less;CpG-less;TBCK
"chr19:37064242..37064291,+";p1@ENST00000448373;"21,4";"4,3";"1,1";"2,9";"6,2";"10,3";"4,101898344";"1,535403943";TATA-less;CpG;ENST00000448373
"chr11:117015024..117015035,+";p2@PAFAH1B2;"21,4";3;"0,54";"1,9";"4,4";"7,36";"7,09810907";"1,77397283";TATA-less;CpG;PAFAH1B2
"chr5:95997750..95997768,+";p9@CAST;"21,4";"2,5";0;"1,2";"4,1";"8,26";"5,503120048";"1,893020013";TATA-less;CpG;CAST
"chr3:52739741..52739760,-";p4@GLT8D1;"21,4";"2,7";0;"1,5";"4,6";"8,96";"5,785156701";"1,908561982";TATA-less;CpG;GLT8D1
"chr1:168148273..168148292,+";p3@TIPRL;"21,4";"2,6";"0,5";"1,6";"3,9";"6,8";"9,454994295";"2,049938486";TATA-less;CpG;TIPRL
"chr21:33765411..33765489,+";p1@C21orf119;"21,4";"2,9";"0,74";"1,9";"4,3";"7,3";"9,73792691";"2,097296496";TATA-less;CpG;C21orf119
"chr5:114961813..114961824,-";p4@TMED7-TICAM2;"21,4";"2,5";"0,5";"1,5";"3,9";"7,96";"7,623411048";"2,184808697";TATA-less;CpG;TMED7-TICAM2
"chr7:66094011..66094053,+";"p3@KCTD7,p4@RABGEF1";"21,4";"2,2";0;"1,2";"3,8";9;"7,551021013";"2,362466781";TATA-less;CpG;RABGEF1
"chr12:107487338..107487358,-";p2@CRY1;"21,4";"2,3";"0,3";"1,4";"3,8";"8,26";"9,493353412";"2,665915601";TATA-less;CpG;CRY1
"chr2:106361277..106361315,+";p2@NCK2;"21,4";"2,2";"0,2";"1,2";"3,6";"6,5";"14,23429648";"2,749723756";TATA-less;CpG;NCK2
"chr6:35227480..35227546,+";p1@ZNF76;"21,5";"5,2";"1,04";"3,3";"7,5";"12,2";"1,207302436";"0,906473753";TATA-less;CpG;ZNF76
"chr5:149865325..149865360,+";p2@NDST1;"21,5";"4,7";0;"2,8";"6,7";"12,12";"2,066941028";"1,13373287";TATA-less;CpG;NDST1
"chr20:5986700..5986724,+";p3@CRLS1;"21,5";"4,9";"1,5";"3,2";"6,5";"9,8";"2,877337051";"1,156200155";TATA-less;CpG;CRLS1
"chr2:73461388..73461399,+";p2@CCT7;"21,5";"4,3";"0,9";"2,6";"6,4";"10,3";"2,576620827";"1,173545929";TATA-less;CpG;CCT7
"chr10:5931794..5931897,-";p1@ANKRD16;"21,5";"4,3";"0,9";"2,8";"6,3";10;"3,152460065";"1,188553276";TATA-less;CpG;ANKRD16
"chr1:153919128..153919225,-";p2@DENND4B;"21,5";"3,8";"0,9";"2,4";"5,7";"9,46";"2,93858364";"1,32043027";TATA-less;CpG;DENND4B
"chr10:73975657..73975739,-";p2@ASCC1;"21,5";"4,1";1;"2,5";"6,3";"10,66";"3,108997717";"1,360396327";TATA-less;CpG;ASCC1
"chr10:102756800..102756846,+";p2@LZTS2;"21,5";"3,3";0;"1,8";5;"8,3";"4,35544907";"1,463071116";TATA-less;CpG;LZTS2
"chr2:136743147..136743168,-";p4@DARS;"21,5";"3,6";"0,7";"2,3";"5,5";"9,4";"3,937757796";"1,47802093";TATA-less;CpG;DARS
"chr19:54618690..54618734,-";p2@TFPT;"21,5";"3,5";"0,7";"2,1";"5,8";"10,2";"3,516109386";"1,514200906";TATA-less;CpG;TFPT
"chr14:53417875..53417911,-";p2@FERMT2;"21,5";"2,1";0;"0,4";"4,2";9;"3,687119201";"1,648909262";TATA-less;CpG;FERMT2
"chr3:49977490..49977522,+";p2@RBM6;"21,5";3;"0,8";"1,9";"4,9";"9,42";"4,435106525";"1,753759741";TATA-less;CpG;RBM6
"chr18:74534232..74534266,-";p1@LOC100131655;"21,5";"2,6";"0,4";"1,3";"4,4";"8,56";"5,099051695";"1,794666313";TATA-less;CpG;LOC100131655
